# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue May 29 05:01:23 2018
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i)Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i)Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i)Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optmagerr:   Optical Magnitude Unc. [mag]
# COLUMN st_optmaglim:   Optical Magnitude Limit Flag
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag]
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_massj:       Planet Mass [Jupiter mass]
# COLUMN pl_massjerr1:   Planet Mass Upper Unc. [Jupiter mass]
# COLUMN pl_massjerr2:   Planet Mass Lower Unc. [Jupiter mass]
# COLUMN pl_massjlim:    Planet Mass Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth radii]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth radii]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_trandep:     Transit Depth [percent]
# COLUMN pl_trandeperr1: Transit Depth Upper Unc. [percent]
# COLUMN pl_trandeperr2: Transit Depth Lower Unc. [percent]
# COLUMN pl_trandeplim:  Transit Depth Limit Flag
# COLUMN pl_trandur:     Transit Duration [days]
# COLUMN pl_trandurerr1: Transit Duration Upper Unc. [days]
# COLUMN pl_trandurerr2: Transit Duration Lower Unc. [days]
# COLUMN pl_trandurlim:  Transit Duration Limit Flag
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_tranmiderr1: Transit Midpoint Upper Unc. [days]
# COLUMN pl_tranmiderr2: Transit Midpoint Lower Unc. [days]
# COLUMN pl_tranmidlim:  Transit Midpoint Limit Flag
# COLUMN pl_occdep:      Occultation Depth [percentage]
# COLUMN pl_occdeperr1:  Occultation Depth Upper Unc. [percentage]
# COLUMN pl_occdeperr2:  Occultation Depth Lower Unc. [percentage]
# COLUMN pl_occdeplim:   Occultation Depth Limit Flag
# COLUMN pl_pelink:      Link to Exoplanet Encyclopaedia
# COLUMN st_sp:          Spectral Type
# COLUMN st_spstr:       Spectral Type
# COLUMN st_sperr:       Spectral Type Unc.
# COLUMN st_splim:       Spectral Type Limit Flag
# COLUMN st_vj:          V-band (Johnson) [mag]
# COLUMN st_vjerr:       V-band (Johnson) Unc. [mag]
# COLUMN st_vjlim:       V-band (Johnson) Limit Flag
#
loc_rowid,pl_hostname,pl_letter,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_pelink,st_sp,st_spstr,st_sperr,st_splim,st_vj,st_vjerr,st_vjlim
14,2MASS J12073346-3932539,b,1,,,,,46.000000,5.000000,-5.000000,0,,,,,,,,,4.00000,1.00000,-1.00000,0,,,,,,,,,12h07m33.47s,181.889447,-39d32m54.0s,-39.548332,52.40,1.10,-1.10,0,20.150,0.190,0,V (Johnson),,,,,,,,0.02,,,0,,,,,2014-05-14,4.00000,1.00000,-1.00000,0,,,,,,,,,,,,,,,,,,,,,http://exoplanet.eu/catalog/2m_1207-39_b/,6.80,M8,,0,20.150,0.190,0
15,2MASS J19383260+4603591,b,1,416.00000000,2.00000000,-2.00000000,0,0.920000,0.020000,-0.020000,0,,,,,,,,,1.90000,0.10000,-0.10000,0,,,,,,,,,19h38m32.61s,294.635865,+46d03m59.1s,46.066418,,,,,12.264,,0,Kepler-band,,,,,,,,0.48,0.03,-0.03,0,,,,,2015-06-04,1.90000,0.10000,-0.10000,0,,,,,,,,,,,,,,,,,,,,,http://exoplanet.eu/catalog/2m_1938%2B46_b/,,,,,,,
16,2MASS J21402931+1625183 A,b,1,7336.50000000,1934.50000000,-584.00000000,0,,,,,0.260000,0.060000,-0.060000,0,46.200,2.500,-8.700,0,20.95000,83.79000,-20.95000,0,0.920,0.390,-0.360,0,,,,,21h40m29.32s,325.122159,+16d25m18.3s,16.421759,25.00,10.00,-10.00,0,,,,,,,,2300.00,80.00,-80.00,0,0.08,0.06,-0.06,0,0.12,0.05,-0.04,0,2014-05-14,20.95000,83.79000,-20.95000,0,10.310,4.370,-4.040,0,,,,,,,,,,,,,,,,,http://exoplanet.eu/catalog/2m_2140+16_b/,6.85,M8.5,,0,,,
17,2MASS J22362452+4751425,b,1,,,,,230.000000,20.000000,-20.000000,0,,,,,,,,,12.50000,1.50000,-1.50000,0,,,,,,,,,22h36m24.53s,339.102203,+47d51m42.6s,47.861820,74.00,10.00,-10.00,0,12.510,0.030,0,V (Johnson),,,,4045.00,35.00,-35.00,0,0.60,0.05,-0.05,0,,,,,2016-11-10,12.50000,1.50000,-1.50000,0,,,,,,,,,,,,,,,,,,,,,http://exoplanet.eu/catalog/2m_2236%2B4751_b/,5.70,K7 V,,0,12.510,0.030,0
18,30 Ari B,b,1,335.10001000,2.50000000,-2.50000000,0,0.990000,0.020000,-0.020000,0,0.290000,0.090000,-0.090000,0,,,,0,13.82000,1.80000,-1.80000,0,,,,0,,,,0,02h36m57.74s,39.240585,+24d38m53.0s,24.648064,39.43,1.64,-1.79,0,,,,,6.938,,0,6331.00,61.00,-61.00,0,1.93,0.27,-0.27,0,1.41,0.05,-0.05,0,2018-04-26,13.82000,1.80000,-1.80000,0,,,,0,,,,0,,,,0,,,,0,,,,0,http://exoplanet.eu/catalog/30_ari_b_b/,3.60,F6 V,,0,,,
19,4 UMa,b,1,269.30000000,1.96000000,-1.96000000,0,0.870000,0.040000,-0.040000,0,0.432000,0.024000,-0.024000,0,,,,,7.10000,1.60000,-1.60000,0,,,,,,,,,08h40m12.82s,130.053406,+64d19m40.6s,64.327934,77.40,4.03,-4.50,0,4.610,,0,V (Johnson),,,,4415.00,70.00,-70.00,0,1.23,0.15,-0.15,0,18.11,1.47,-1.47,0,2014-05-14,,,,,,,,,,,,,,,,,,,,,,,,,http://exoplanet.eu/catalog/4_uma_b/,5.10,K1 III,,0,4.610,,0
20,42 Dra,b,1,479.10000000,6.20000000,-6.20000000,0,1.190000,0.010000,-0.010000,0,0.380000,0.060000,-0.060000,0,,,,,3.88000,0.85000,-0.85000,0,,,,,,,,,18h25m59.14s,276.496399,+65d33m48.5s,65.563484,97.28,4.34,-4.76,0,4.820,,0,V (Johnson),,,,4200.00,70.00,-70.00,0,0.98,0.05,-0.05,0,22.03,1.00,-1.00,0,2014-05-14,,,,,,,,,,,,,,,,,,,,,,,,,http://exoplanet.eu/catalog/42_dra_b/,5.15,K1.5 III,,0,4.820,,0
21,47 UMa,b,3,1078.00000000,2.00000000,-2.00000000,0,2.100000,0.020000,-0.020000,0,0.032000,0.014000,-0.014000,0,,,,,2.53000,0.07000,-0.06000,0,,,,,,,,,10h59m27.97s,164.866562,+40d25m48.9s,40.430256,14.08,0.13,-0.13,0,5.050,,0,V (Johnson),,,,5892.00,70.00,-70.00,0,1.03,0.05,-0.05,0,1.23,,,0,2014-05-14,,,,,,,,,,,,,,,,,,,,,,,,,http://exoplanet.eu/catalog/47_uma_b/,4.00,G0 V,,0,5.050,,0
22,47 UMa,c,3,2391.00000000,100.00000000,-87.00000000,0,3.600000,0.100000,-0.100000,0,0.098000,0.047000,-0.096000,0,,,,,0.54000,0.06600,-0.07300,0,,,,,,,,,10h59m27.97s,164.866562,+40d25m48.9s,40.430256,14.08,0.13,-0.13,0,5.050,,0,V (Johnson),,,,5892.00,70.00,-70.00,0,1.03,0.05,-0.05,0,1.23,,,0,2014-05-14,,,,,,,,,,,,,,,,,,,,,,,,,http://exoplanet.eu/catalog/47_uma_c/,4.00,G0 V,,0,5.050,,0
23,47 UMa,d,3,14002.00000000,4018.00000000,-5095.00000000,0,11.600000,2.100000,-2.900000,0,0.160000,0.090000,-0.160000,0,,,,,1.64000,0.29000,-0.48000,0,,,,,,,,,10h59m27.97s,164.866562,+40d25m48.9s,40.430256,14.08,0.13,-0.13,0,5.050,,0,V (Johnson),,,,5892.00,70.00,-70.00,0,1.03,0.05,-0.05,0,1.23,,,0,2014-05-14,,,,,,,,,,,,,,,,,,,,,,,,,http://exoplanet.eu/catalog/47_uma_d/,4.00,G0 V,,0,5.050,,0
24,51 Eri,b,1,,,,0,13.200000,0.200000,-0.200000,0,,,,,,,,,2.00000,,,0,,,,,,,,,04h37m36.13s,69.400551,-02d28m24.8s,-2.473548,29.40,0.30,-0.30,0,5.230,,0,V (Johnson),,,,,,,,1.75,0.05,-0.05,0,,,,,2015-08-14,2.00000,,,0,,,,,,,,,,,,,,,,,,,,,http://exoplanet.eu/catalog/51_eri_b/,3.00,F0 IV,,0,5.230,,0
25,51 Peg,b,1,4.23078500,0.00003600,-0.00003600,0,0.052700,0.003000,-0.003000,0,0.013000,0.012000,-0.012000,0,,,,,0.47200,0.03900,-0.03900,0,,,,,,,,,22h57m27.98s,344.366577,+20d46m07.8s,20.768833,15.36,0.18,-0.18,0,5.500,,0,V (Johnson),,,,5793.00,70.00,-70.00,0,1.12,0.06,-0.06,0,1.20,,,0,2014-05-14,,,,,,,,,,,,,,,,,,,,,,,,,http://exoplanet.eu/catalog/51_peg_b/,4.25,G2.5 IV,,0,5.500,,0
26,55 Cnc,b,5,14.65152000,0.00015000,-0.00015000,0,0.115227,0.000001,-0.000001,0,0.003400,0.003200,-0.003200,0,90.000,,,0,0.83060,0.00330,-0.00330,0,,,,,,,,,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,12.53,0.13,-0.13,0,5.960,0.010,0,V (Johnson),,,,5196.00,24.00,-24.00,0,0.91,0.01,-0.01,0,0.94,0.01,-0.01,0,2014-10-29,0.83060,0.00330,-0.00330,0,,,,,,,,,,,,,,,,,,,,,http://exoplanet.eu/catalog/55_cnc_b/,4.80,G8 V,,0,5.960,0.010,0
27,55 Cnc,c,5,44.41750000,0.00730000,-0.00730000,0,0.241376,0.000026,-0.000026,0,0.020000,0.031000,-0.031000,0,90.000,,,0,0.17140,0.00550,-0.00550,0,,,,,,,,,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,12.53,0.13,-0.13,0,5.960,0.010,0,V (Johnson),,,,5196.00,24.00,-24.00,0,0.91,0.01,-0.01,0,0.94,0.01,-0.01,0,2014-10-29,0.17140,0.00550,-0.00550,0,,,,,,,,,,,,,,,,,,,,,http://exoplanet.eu/catalog/55_cnc_c/,4.80,G8 V,,0,5.960,0.010,0
28,55 Cnc,d,5,4825.00000000,39.00000000,-39.00000000,0,5.503000,0.030000,-0.030000,0,0.019000,0.013000,-0.013000,0,90.000,,,0,3.87800,0.06800,-0.06800,0,,,,,,,,,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,12.53,0.13,-0.13,0,5.960,0.010,0,V (Johnson),,,,5196.00,24.00,-24.00,0,0.91,0.01,-0.01,0,0.94,0.01,-0.01,0,2014-10-29,3.87800,0.06800,-0.06800,0,,,,,,,,,,,,,,,,,,,,,http://exoplanet.eu/catalog/55_cnc_d/,4.80,G8 V,,0,5.960,0.010,0
29,55 Cnc,e,5,0.73653900,0.00000700,-0.00000700,0,0.015440,0.000090,-0.000090,0,,,,,83.300,0.900,-0.800,0,0.02542,0.00098,-0.00098,0,0.170,0.007,-0.007,0,6.40000,0.80000,-0.70000,0,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,12.53,0.13,-0.13,0,5.960,0.010,0,V (Johnson),,,,5196.00,24.00,-24.00,0,0.91,0.01,-0.01,0,0.94,0.01,-0.01,0,2016-07-07,0.02542,0.00098,-0.00098,0,1.910,0.080,-0.080,0,,,,,,,,,2455733.013000,0.000007,-0.000007,0,0.015400,0.002300,-0.002300,0,http://exoplanet.eu/catalog/55_cnc_e/,4.80,G8 V,,0,5.960,0.010,0
30,55 Cnc,f,5,262.00000000,0.51000000,-0.51000000,0,0.788000,0.001000,-0.001000,0,0.305000,0.075000,-0.075000,0,90.000,,,0,0.14100,0.01200,-0.01200,0,,,,,,,,,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,12.53,0.13,-0.13,0,5.960,0.010,0,V (Johnson),,,,5196.00,24.00,-24.00,0,0.91,0.01,-0.01,0,0.94,0.01,-0.01,0,2014-10-29,0.14100,0.01200,-0.01200,0,,,,,,,,,,,,,,,,,,,,,http://exoplanet.eu/catalog/55_cnc_f/,4.80,G8 V,,0,5.960,0.010,0
31,6 Lyn,b,1,874.77400000,16.27000000,-8.47000000,0,2.180000,0.050000,-0.060000,0,0.125000,,,1,,,,,2.21000,0.11000,-0.16000,0,,,,,,,,,06h30m47.11s,97.696281,+58d09m45.5s,58.162632,56.95,2.36,-2.58,0,,,,,,,,4978.00,18.00,-18.00,0,1.70,0.10,-0.20,0,5.20,0.40,-0.30,0,2015-09-03,,,,,,,,,,,,,,,,,,,,,,,,,http://exoplanet.eu/catalog/6_lyn_b/,5.00,K0 III-IV,,0,,,
32,61 Vir,b,3,4.21500000,0.00060000,-0.00060000,0,0.050201,0.000005,-0.000005,0,0.120000,0.110000,-0.110000,0,,,,,0.01600,0.00200,-0.00200,0,,,,,,,,,13h18m24.32s,199.601318,-18d18m40.3s,-18.311195,8.52,0.05,-0.05,0,4.740,,0,V (Johnson),,,,5577.00,33.00,-33.00,0,0.94,0.03,-0.03,0,0.96,0.01,-0.01,0,2014-05-14,,,,,,,,,,,,,,,,,,,,,,,,,http://exoplanet.eu/catalog/61_vir_b/,4.50,G5 V,,0,4.740,,0
33,61 Vir,c,3,38.02100000,0.03400000,-0.03400000,0,0.217500,0.000100,-0.000100,0,0.140000,0.060000,-0.060000,0,,,,,0.05700,0.00300,-0.00300,0,,,,,,,,,13h18m24.32s,199.601318,-18d18m40.3s,-18.311195,8.52,0.05,-0.05,0,4.740,,0,V (Johnson),,,,5577.00,33.00,-33.00,0,0.94,0.03,-0.03,0,0.96,0.01,-0.01,0,2014-05-14,,,,,,,,,,,,,,,,,,,,,,,,,http://exoplanet.eu/catalog/61_vir_c/,4.50,G5 V,,0,4.740,,0
34,61 Vir,d,3,123.01000000,0.55000000,-0.55000000,0,0.476000,0.001000,-0.001000,0,0.350000,0.090000,-0.090000,0,,,,,0.07200,0.00800,-0.00800,0,,,,,,,,,13h18m24.32s,199.601318,-18d18m40.3s,-18.311195,8.52,0.05,-0.05,0,4.740,,0,V (Johnson),,,,5577.00,33.00,-33.00,0,0.94,0.03,-0.03,0,0.96,0.01,-0.01,0,2014-05-14,,,,,,,,,,,,,,,,,,,,,,,,,http://exoplanet.eu/catalog/61_vir_d/,4.50,G5 V,,0,4.740,,0
35,7 CMa,b,1,796.00000000,7.40000000,-7.40000000,0,1.930000,0.010000,-0.010000,0,0.220000,0.070000,-0.070000,0,,,,,2.46000,0.14000,-0.14000,0,,,,,,,,,06h36m41.04s,99.170990,-19d15m21.2s,-19.255878,19.84,0.27,-0.28,0,3.920,,0,V (Johnson),,,,4792.00,100.00,-100.00,0,1.52,0.30,-0.30,0,2.30,0.10,-0.10,0,2015-10-22,,,,,,,,,,,,,,,,,,,,,,,,,http://exoplanet.eu/catalog/7_cma_b/,5.10,K1 III,,0,3.920,,0
36,70 Vir,b,1,116.68840000,0.00440000,-0.00440000,0,0.480000,0.010000,-0.010000,0,0.400000,0.000000,0.000000,0,,,,0,7.62000,0.34000,-0.34000,0,,,,0,,,,0,13h28m25.81s,202.107544,+13d46m43.6s,13.778788,18.11,0.24,-0.24,0,4.980,,0,V (Johnson),4.867,,0,5531.00,11.00,-11.00,0,1.14,0.08,-0.08,0,1.84,0.03,-0.03,0,2018-04-26,7.62000,0.34000,-0.34000,0,,,,0,,,,0,,,,0,,,,0,,,,0,http://exoplanet.eu/catalog/70_vir_b/,4.40,G4 V,,0,4.980,,0
37,75 Cet,b,1,691.90000000,3.60000000,-3.60000000,0,2.100000,,,0,0.117000,0.048000,-0.048000,0,,,,,3.00000,,,0,,,,,,,,,02h32m09.42s,38.039253,-01d02m05.6s,-1.034896,81.50,6.87,-8.27,0,5.350,,0,V (Johnson),,,,4846.00,18.00,-18.00,0,2.49,0.02,-0.27,0,10.50,1.00,-1.00,0,2015-09-03,,,,,,,,,,,,,,,,,,,,,,,,,http://exoplanet.eu/catalog/75_cet_b/,4.30,G3 III,,0,5.350,,0
38,8 UMi,b,1,93.40000000,4.50000000,-4.50000000,0,0.490000,0.020000,-0.020000,0,0.060000,0.090000,-0.090000,0,,,,0,1.31000,0.16000,-0.16000,0,,,,0,,,,0,14h56m48.35s,224.201477,+74d54m03.3s,74.900925,159.10,11.00,-11.00,0,6.830,,0,V (Johnson),6.494,,0,4847.00,7.00,-7.00,0,1.44,0.19,-0.19,0,10.30,0.57,-0.57,0,2018-04-26,1.31000,0.16000,-0.16000,0,,,,0,,,,0,,,,0,,,,0,,,,0,http://exoplanet.eu/catalog/8_umi_b/,5.00,K0,,0,6.830,,0
39,81 Cet,b,1,952.70000000,8.80000000,-8.80000000,0,2.500000,,,0,0.206000,0.029000,-0.029000,0,,,,,5.30000,,,0,,,,,,,,,02h37m41.80s,39.424168,-03d23m46.2s,-3.396175,97.18,8.37,-10.11,0,5.650,,0,V (Johnson),,,,4785.00,25.00,-25.00,0,2.40,0.10,-0.40,0,11.00,2.00,-1.00,0,2014-05-14,,,,,,,,,,,,,,,,,,,,,,,,,http://exoplanet.eu/catalog/81_cet_b/,4.50,G5 III,,0,5.650,,0
40,91 Aqr,b,1,181.40000000,0.10000000,-0.10000000,0,0.700000,,,0,0.027000,0.026000,-0.026000,0,,,,,3.20000,,,0,,,,,,,,,23h15m53.50s,348.972900,-09d05m15.9s,-9.087737,45.52,1.77,-1.92,0,4.250,,0,V (Johnson),,,,4665.00,18.00,-18.00,0,1.40,0.10,-0.10,0,11.00,0.10,-0.10,0,2014-05-14,,,,,,,,,,,,,,,,,,,,,,,,,http://exoplanet.eu/catalog/91_aqr_b/,5.00,K0 III,,0,4.250,,0
41,AB Pic,b,1,,,,,260.000000,,,0,,,,,,,,,13.50000,0.50000,-0.50000,0,,,,,,,,,06h19m12.91s,94.803802,-58d03m15.5s,-58.054310,45.52,1.64,-1.76,0,9.128,0.019,0,V (Johnson),8.776,,0,,,,,,,,,,,,,2014-05-14,13.50000,0.50000,-0.50000,0,,,,,,,,,,,,,,,,,,,,,http://exoplanet.eu/catalog/ab_pic_b/,5.20,K2 V,,0,9.128,0.019,0
42,BD+03 2562,b,1,481.90000000,2.70000000,-2.80000000,0,1.300000,0.100000,-0.100000,0,0.200000,0.120000,-0.080000,0,,,,,6.40000,1.30000,-1.30000,0,,,,,,,,,11h50m15.55s,177.564804,+02d45m36.5s,2.760142,2618.00,564.00,-564.00,0,9.580,0.010,0,V (Johnson),,,,4095.00,20.00,-20.00,0,1.14,0.25,-0.25,0,32.35,8.82,-8.82,0,2017-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.580,0.010,0
43,BD+14 4559,b,1,268.94000000,0.99000000,-0.99000000,0,0.780000,0.050000,-0.050000,0,0.290000,0.030000,-0.030000,0,,,,0,1.04000,0.47000,-0.47000,0,,,,0,,,,0,21h13m35.99s,318.399963,+14d41m21.8s,14.689387,50.03,3.73,-4.38,0,9.630,0.012,0,V (Johnson),9.270,,0,4864.00,101.00,-101.00,0,0.49,0.33,-0.33,0,0.86,0.04,-0.04,0,2018-04-26,1.04000,0.47000,-0.47000,0,,,,0,,,,0,,,,0,,,,0,,,,0,http://exoplanet.eu/catalog/bd%2B14_4559_b/,5.20,K2 V,,0,9.630,0.012,0
44,BD+15 2375,b,1,153.22000000,0.44000000,-0.44000000,0,0.576000,0.027000,-0.027000,0,0.001000,0.250000,-0.001000,0,,,,,1.06100,0.27000,-0.27000,0,,,,,,,,,11h45m55.72s,176.482174,+14d36m59.0s,14.616381,774.00,165.00,-165.00,0,10.310,0.023,0,V (Johnson),9.912,,0,4649.00,30.00,-30.00,0,1.08,0.14,-0.14,0,8.95,1.45,-1.45,0,2016-02-04,,,,,,,,,,,,,,,,,,,,,,,,,http://exoplanet.eu/catalog/bd%2B15_2375_b/,,,,,10.310,0.023,0
45,BD+15 2940,b,1,137.48000000,0.34000000,-0.34000000,0,0.539000,,,0,0.260000,0.100000,-0.100000,0,,,,,1.11000,,,0,,,,,,,,,16h00m22.94s,240.095566,+15d32m48.9s,15.546930,175.44,,,-1,9.046,0.021,0,V (Johnson),8.651,,0,4796.00,117.00,-117.00,0,1.10,0.20,-0.20,0,14.70,2.80,-2.80,0,2014-05-14,,,,,,,,,,,,,,,,,,,,,,,,,http://exoplanet.eu/catalog/bd+15_2940_b/,5.00,K0,,0,9.046,0.021,0
46,BD+20 2457,b,2,379.63000000,2.00000000,-2.00000000,0,1.050000,0.070000,-0.070000,0,0.150000,0.030000,-0.030000,0,,,,0,55.59000,78.55000,-78.55000,0,,,,0,,,,0,10h16m44.86s,154.186910,+19d53m29.1s,19.891409,200.00,,-168.25,0,9.750,,0,V (Johnson),9.120,,0,4259.00,64.00,-64.00,0,10.83,22.96,-22.96,0,71.02,73.63,-73.63,0,2018-04-26,55.59000,78.55000,-78.55000,0,,,,0,,,,0,,,,0,,,,0,,,,0,http://exoplanet.eu/catalog/bd%2B20_2457_b/,5.20,K2 II,,0,9.750,,0
47,BD+20 2457,c,2,621.99000000,10.20000000,-10.20000000,0,2.010000,,,0,0.180000,0.060000,-0.060000,0,,,,,12.47000,,,0,,,,,,,,,10h16m44.86s,154.186910,+19d53m29.1s,19.891409,200.00,,-168.25,0,9.750,,0,V (Johnson),9.120,,0,4259.00,64.00,-64.00,0,10.83,22.96,-22.96,0,71.02,73.63,-73.63,0,2014-05-14,,,,,,,,,,,,,,,,,,,,,,,,,http://exoplanet.eu/catalog/bd%2B20_2457_c/,5.20,K2 II,,0,9.750,,0
48,BD+20 274,b,1,578.20000000,5.40000000,-5.40000000,0,1.300000,,,0,0.210000,0.060000,-0.060000,0,,,,,4.20000,,,0,,,,,,,,,01h43m40.88s,25.920324,+21d00m19.1s,21.005314,,,,,9.360,,0,V (Johnson),8.811,,0,4296.00,10.00,-10.00,0,0.80,0.20,-0.20,0,17.30,0.90,-0.90,0,2015-09-18,,,,,,,,,,,,,,,,,,,,,,,,,http://exoplanet.eu/catalog/bd+20_274_c/,5.50,K5 III,,0,9.360,,0
49,BD+20 594,b,1,41.68550000,0.00300000,-0.00300000,0,,,,0,0.000000,,,0,89.550,0.160,-0.160,0,0.07000,0.03000,-0.03000,0,0.230,0.010,-0.010,0,,,,0,03h34m36.23s,53.650967,+20d35m57.2s,20.599232,,,,,11.038,0.047,0,V (Johnson),10.794,,0,5766.00,99.00,-99.00,0,1.67,0.40,-0.40,0,1.08,0.06,-0.06,0,2018-04-26,0.07000,0.03000,-0.03000,0,2.578,0.112,-0.112,0,0.049000,0.002500,-0.002500,0,,,,0,,,,0,,,,0,http://exoplanet.eu/catalog/bd%2B20_594_b/,4.00,G,,0,11.038,0.047,0
50,BD+48 738,b,1,392.60000000,5.50000000,-5.50000000,0,1.000000,,,0,0.200000,0.100000,-0.100000,0,,,,,0.91000,,,0,,,,,,,,,02h42m50.45s,40.710224,+49d35m13.1s,49.586960,,,,,9.140,,0,V (Johnson),,,,4414.00,15.00,-15.00,0,0.74,0.39,-0.39,0,11.00,1.00,-1.00,0,2015-08-13,,,,,,,,,,,,,,,,,,,,,,,,,http://exoplanet.eu/catalog/bd%2B48_738_b/,5.00,K0 III,,0,9.140,,0
